relation,metric,mean,ci_low,ci_high,num_tasks
opposite_cross_wording,cross_selected_V_necessity_loss,0.04851328304357594,0.03827711143403576,0.05901427227781823,32
opposite_cross_wording,cross_selected_V_sufficiency,0.04366436797135975,0.035275172645560814,0.052141491511065396,32
opposite_same_wording,old_absolute_V_sufficiency,-0.013754691695794463,-0.02222811501706019,-0.005554066383410831,32
opposite_same_wording,old_absolute_local_V_necessity_loss,-0.019696886374731548,-0.02858459671479068,-0.011004169645821097,32
opposite_same_wording,reader_all7_necessity,0.04729009585571475,0.03870807378425525,0.055948447673836194,32
opposite_same_wording,reader_all7_sufficiency,0.04729009585571475,0.03871666464001464,0.05638453053998091,32
opposite_same_wording,reader_negative_necessity,-0.032610242822556756,-0.03632076940521074,-0.029161533403021172,32
opposite_same_wording,reader_negative_sufficiency,-0.028110816623666324,-0.031359012398388585,-0.024997017355053688,32
opposite_same_wording,reader_non_kv0_necessity,0.0,0.0,0.0,32
opposite_same_wording,reader_non_kv0_sufficiency,0.0,0.0,0.0,32
opposite_same_wording,reader_target_necessity,0.06573142067645676,0.05739906527160201,0.07433893281322525,32
opposite_same_wording,reader_target_sufficiency,0.06665312366385479,0.058107909516547804,0.07581964310265903,32
opposite_same_wording,reader_verified_v_effect,0.04729009585571475,0.038910427198607066,0.056238653998479986,32
opposite_same_wording,runner_up_V_necessity_loss,0.01592080026603071,0.012448477133875712,0.019486862872508937,32
opposite_same_wording,runner_up_V_sufficiency,0.018939889123430476,0.013100440813832392,0.025327443755304553,32
opposite_same_wording,selected_H20_residual_effect,0.08620833448367193,0.07041574138529541,0.10139500468321781,32
opposite_same_wording,selected_V_necessity_loss,0.04652195985545404,0.03702321430428128,0.05645402069094416,32
opposite_same_wording,selected_V_sufficiency,0.04729009585571475,0.03880372457169869,0.05578210610110545,32
same_state_cross_wording,same_state_selected_V_control,-0.00019808557408396155,-0.002059006700437749,0.001419525807068566,32
