family,wording,recipient_label,metric,mean,ci_low,ci_high,num_tasks,selected_anchor,runner_up_anchor
config_command,canonical,0,old_absolute_V_sufficiency,-0.0017970167100429535,-0.006466096173971892,0.002342053921893239,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,old_absolute_local_V_necessity_loss,0.036634817719459534,0.027649674797430634,0.045622287318110466,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,reader_negative_necessity,-0.007182495668530464,-0.010774804279208183,-0.003001656988635667,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,reader_negative_sufficiency,-0.01178937591612339,-0.015696421265602112,-0.0072297632694244395,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,reader_target_necessity,0.018726801499724388,0.013972493121400476,0.022739753127098083,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,reader_target_sufficiency,0.019039422273635864,0.014191659167408943,0.02448406280018389,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,runner_up_V_necessity_loss,0.004310516640543938,-0.011405684798955918,0.020073926635086534,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,runner_up_V_sufficiency,0.018007950857281685,0.015389832248911262,0.02063401197083294,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,selected_V_necessity_loss,0.018058832734823227,0.013938203919678926,0.022881565522402524,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,0,selected_V_sufficiency,0.010938556864857674,0.0074955986347049475,0.014968981500715016,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,old_absolute_V_sufficiency,0.07700084359385073,0.06913845724775455,0.08587066130712628,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,old_absolute_local_V_necessity_loss,-0.037378071807324886,-0.043068011314608155,-0.03186862263828516,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,reader_negative_necessity,-0.02846755739301443,-0.03338618239504285,-0.02350409302744085,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,reader_negative_sufficiency,-0.026075486559420824,-0.028722679178463294,-0.02340525581385009,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,reader_target_necessity,0.05388934933580458,0.044787604466546324,0.061425978946499524,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,reader_target_sufficiency,0.052783584455028176,0.046553308609873056,0.05792373791337013,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,runner_up_V_necessity_loss,0.09310608613304794,0.08476055179489776,0.09986085748532787,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,runner_up_V_sufficiency,0.14868177892640233,0.13960387828410603,0.15912168665090576,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,selected_V_necessity_loss,0.02154939598403871,0.016681309090927243,0.027296621643472452,8,FINAL_INSTRUCTION_END,USER_END
config_command,canonical,1,selected_V_sufficiency,0.036744443234056234,0.029580956796417014,0.042109006142709404,8,FINAL_INSTRUCTION_END,USER_END
config_command,paraphrase,0,old_absolute_V_sufficiency,-0.013432584702968597,-0.018883131677284837,-0.007985036820173264,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,old_absolute_local_V_necessity_loss,-0.010362662374973297,-0.01644214508123696,-0.003352960897609593,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,reader_negative_necessity,-0.011668747290968895,-0.01682782545685768,-0.0071056494954973475,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,reader_negative_sufficiency,-0.01214711181819439,-0.015087172389030457,-0.00953317489475012,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,reader_target_necessity,0.016198022291064262,0.012452760618180037,0.019101113406941293,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,reader_target_sufficiency,0.017427882179617882,0.013656923873350024,0.021175894886255264,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,runner_up_V_necessity_loss,0.006808295845985413,0.004149964358657598,0.00941832843236625,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,runner_up_V_sufficiency,0.0030381418764591217,-0.001090390607714653,0.007327975705265999,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,selected_V_necessity_loss,0.012272641062736511,0.008507093414664268,0.016105720354244114,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,0,selected_V_sufficiency,0.008592920377850533,0.006077139358967543,0.011108453897759317,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,old_absolute_V_sufficiency,-0.023076597601175308,-0.027496043499559163,-0.01846404355019331,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,old_absolute_local_V_necessity_loss,-0.024288462474942207,-0.030413503386080266,-0.020066222175955772,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,reader_negative_necessity,-0.030459649860858917,-0.0335126107558608,-0.02750171720981598,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,reader_negative_sufficiency,-0.02675802633166313,-0.0297532107681036,-0.023907130025327208,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,reader_target_necessity,0.051232073456048965,0.04673515632748604,0.055628412123769524,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,reader_target_sufficiency,0.051875412464141846,0.04702998520806432,0.05662730997428298,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,runner_up_V_necessity_loss,0.009759515523910522,0.0063218015246093275,0.012862147204577921,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,runner_up_V_sufficiency,0.01900641620159149,0.016660465952008964,0.021214984357357025,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,selected_V_necessity_loss,0.01992781087756157,0.016782715916633606,0.023072905838489532,8,USER_END,FINAL_INSTRUCTION_END
config_command,paraphrase,1,selected_V_sufficiency,0.030678167939186096,0.0286666639149189,0.03283172314986586,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,old_absolute_V_sufficiency,-0.019973957212641835,-0.02596987746655941,-0.014566973061300814,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,old_absolute_local_V_necessity_loss,-0.06562990043312311,-0.07105061067268252,-0.060185897164046764,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,reader_negative_necessity,-0.04395732702687383,-0.05163381942547858,-0.036949255131185056,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,reader_negative_sufficiency,-0.03616524743847549,-0.040471935283858326,-0.03242890234105289,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,reader_target_necessity,0.056080870097503066,0.04680930796894245,0.06388211225857958,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,reader_target_sufficiency,0.059005382703617215,0.050459986785426736,0.06930130650289357,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,runner_up_V_necessity_loss,0.0009932145476341248,-0.0020330948755145073,0.004056820645928383,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,runner_up_V_sufficiency,0.006872408790513873,0.0018344232987146825,0.011929366935510187,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,selected_V_necessity_loss,0.01300886319950223,0.00713442312553525,0.019295822572894233,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,0,selected_V_sufficiency,0.026936139212921262,0.021374777576420458,0.032470683200517665,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,old_absolute_V_sufficiency,-0.027724288403987885,-0.03328004027716815,-0.022279811557382345,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,old_absolute_local_V_necessity_loss,-0.031083674170076847,-0.03895914610475302,-0.023702424624934795,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,reader_negative_necessity,-0.05626990180462599,-0.06579389721155167,-0.046260004024952665,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,reader_negative_sufficiency,-0.05212206672877073,-0.05629679840058088,-0.04858483334537596,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,reader_target_necessity,0.06629539281129837,0.05568782060872764,0.07743534818291664,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,reader_target_sufficiency,0.06297470536082983,0.04871709116268903,0.07684335624799132,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,runner_up_V_necessity_loss,0.021518689580261707,0.017404277250170706,0.025670696469023823,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,runner_up_V_sufficiency,0.021974582225084305,0.016479729488492013,0.028481727465987206,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,selected_V_necessity_loss,0.020486188121140003,0.01594979763031006,0.024574901279993355,8,USER_END,FINAL_INSTRUCTION_END
docs_code,canonical,1,selected_V_sufficiency,0.031313992105424404,0.020280126482248306,0.04223870739806442,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,old_absolute_V_sufficiency,-0.05631727445870638,-0.06368262646719813,-0.04956541146384552,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,old_absolute_local_V_necessity_loss,-0.06742679234594107,-0.07316309444140642,-0.0612763007869944,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,reader_negative_necessity,-0.02882618154399097,-0.0351986461027991,-0.02222589566372335,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,reader_negative_sufficiency,-0.02968390891328454,-0.035145189135801044,-0.02420507436618209,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,reader_target_necessity,0.03930614865384996,0.03215434794547036,0.04786633485346101,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,reader_target_sufficiency,0.04593554278835654,0.039060442370828244,0.05284994890680536,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,runner_up_V_necessity_loss,0.007497236132621765,0.0038742615724913776,0.011501239903736858,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,runner_up_V_sufficiency,5.369540303945541e-06,-0.0037452191463671625,0.0038212376530282195,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,selected_V_necessity_loss,0.010678341146558523,0.005120591062586754,0.01787686301395297,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,0,selected_V_sufficiency,0.018659783992916346,0.016506908158771694,0.02108167065307498,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,old_absolute_V_sufficiency,-0.09895642846822739,-0.11405240811873227,-0.08256131706293673,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,old_absolute_local_V_necessity_loss,-0.06834104098379612,-0.08223748533055186,-0.05377897251164541,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,reader_negative_necessity,-0.03552571963518858,-0.04477071762084961,-0.026921398006379604,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,reader_negative_sufficiency,-0.03559219557791948,-0.043416209518909454,-0.027206254284828903,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,reader_target_necessity,0.06375098787248135,0.04780457075685263,0.07874688154552131,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,reader_target_sufficiency,0.05916689243167639,0.04581959918141365,0.07097960636019707,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,runner_up_V_necessity_loss,0.03884886670857668,0.03252297011204064,0.04610110423527657,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,runner_up_V_sufficiency,0.04132889863103628,0.03379940229933709,0.04934287031646817,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,selected_V_necessity_loss,0.046985872089862823,0.04017635185737163,0.05402120389044285,8,USER_END,FINAL_INSTRUCTION_END
docs_code,paraphrase,1,selected_V_sufficiency,0.033988188952207565,0.021085082180798055,0.04623095006681977,8,USER_END,FINAL_INSTRUCTION_END
search_edit,canonical,0,old_absolute_V_sufficiency,-0.0008274537976831198,-0.006971139356028289,0.004833034006878734,8,USER_END,SKILL_END
search_edit,canonical,0,old_absolute_local_V_necessity_loss,-0.006817317567765713,-0.01418546789791435,0.0013035591691732407,8,USER_END,SKILL_END
search_edit,canonical,0,reader_negative_necessity,-0.027797745540738106,-0.031543686584336685,-0.02367954747751355,8,USER_END,SKILL_END
